betId,marketId,matchName,playerName,side,odds,stake,liability,action,reason,placedAt,settledAt,pnl,dryRun
DRY-1774288576310-6897,,Mirra Andreeva v Victoria Mboko,Mirra Andreeva,BACK,2.16,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T17:56:16.310Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774288581323-8093,,Mirra Andreeva v Victoria Mboko,Mirra Andreeva,BACK,2.16,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T17:56:21.323Z,2026-03-23T21:30:27.238Z,-2,true,,
DRY-1774289727730-8984,,Francisco Cerundolo v Daniil Medvedev,Daniil Medvedev,BACK,3.05,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T18:15:27.731Z,2026-03-23T21:30:27.239Z,-2,true,,
DRY-1774289728429-5549,,Felix Auger-Aliassime v Terence Atmane,Felix Auger-Aliassime,BACK,1.84,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T18:15:28.429Z,2026-03-23T21:30:27.239Z,-2,true,,
DRY-1774289732735-9199,,Felix Auger-Aliassime v Terence Atmane,Felix Auger-Aliassime,BACK,1.84,2,2,DRY_LOSS,Manually settled - match finished,2026-03-23T18:15:32.735Z,2026-03-23T21:30:27.239Z,-2,true,,DRY-1774301537194-9246,1.255650444,Frances Tiafoe v Jakub Mensik,Jakub Mensik,BACK,1.71,2,2,BET_PLACED,"Strategy 2: set 1 complete 7-6 (fav @ 1.57 pre-match), back playerB @ 1.71",2026-03-23T21:32:17.194Z,,,true,1.42,-2
DRY-1774525679972-6418,1.255771009,Polona Hercog v Tamara Korpatsch,Tamara Korpatsch,BACK,4.9,2,2,BET_PLACED,"Strategy 5: set 1 complete 6-2 (fav @ 8.40 pre-match), back playerB @ 4.9",2026-03-26T11:47:59.972Z,,,true,7.8,-2
DRY-1774525679972-6418,1.255771009,Polona Hercog v Tamara Korpatsch,Tamara Korpatsch,BACK,4.9,2,2,TRADE_OUT,Set 2 result hedge,2026-03-26T11:47:59.972Z,2026-03-26T11:58:10.859Z,3.41,true,7.8,-2
DRY-1774526295867-1582,1.255771009,Polona Hercog v Tamara Korpatsch,Tamara Korpatsch,BACK,1.81,2,2,BET_PLACED,"Strategy 2: set 1 complete 6-2 (fav @ 8.40 pre-match), back playerB @ 1.81",2026-03-26T11:58:15.867Z,,,true,1.62,-2
DRY-1774526766412-6349,1.255775838,Teodora Kostovic v Alina Charaeva,Alina Charaeva,BACK,3.3,2,2,BET_PLACED,"Strategy 5: set 1 complete 6-3 (fav @ 4.90 pre-match), back playerB @ 3.3",2026-03-26T12:06:06.412Z,,,true,4.6,-2
DRY-1774549382076-7795,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 2: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:23:02.076Z,,,true,2.16,-2
DRY-1774549382076-7795,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:23:02.076Z,2026-03-26T18:23:07.089Z,-2,true,2.16,-2
DRY-1774549392099-7368,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 4: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:23:12.099Z,,,true,2.16,-2
DRY-1774549392099-7368,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:23:12.099Z,2026-03-26T18:23:17.103Z,-2,true,2.16,-2
DRY-1774549402116-2105,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 5: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:23:22.116Z,,,true,2.16,-2
DRY-1774549402116-2105,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:23:22.116Z,2026-03-26T18:23:27.126Z,-2,true,2.16,-2
